run_id,beam_size,img,label_true,context_true,label_generated
20230319_111152,statista-small,concadia,5,2612.jpg,"A line chart of many lines, some longer than other, most generally growing towards its right"," As of 2014, production of lead is increasing worldwide due to its use in leadacid batteries. There are two major categories of production: primary from mined ores, and secondary from scrap. In 2014, 4.58million metric tons came from primary production and 5.64million from secondary production. The top three producers of mined lead concentrate in that year were China, Australia, and the United States. The top three producers of refined lead were China, the United States, and India. According to the International Resource Panel's Metal Stocks in Society report of 2010, the total amount of lead in use, stockpiled, discarded, or dissipated into the environment, on a global basis, is 8kg per capita. Much of this is in more developed countries (20150kg per capita) rather than less developed ones (14kg per capita).","This statistic shows the share of the chemical chemical industry worldwide from 2014 to 2014 . In 2011 , there was a share of the chemical industry ."
20230319_111152,statista-small,concadia,5,2638.jpg,"A graph with seven columns labeled 0 to 6. The 0 column is ""exclusively heterosexual"" and is shown completely white. A gradient line showing the varying degrees of bisexual responses starts at the beginning of column 1 and rises to the end of column 5. Column 6 is ""exclusively homosexual"" and is shown filled with the color blue."," The most extensive early study of female homosexuality was provided by the Institute for Sex Research, who published an in-depth report of the sexual experiences of American women in 1953. More than 8,000 women were interviewed by Alfred Kinsey and the staff of the Institute for Sex Research in a book titled Sexual Behavior in the Human Female, popularly known as part of the Kinsey Report. The Kinsey Report's dispassionate discussion of homosexuality as a form of human sexual behavior was revolutionary. Up to this study, only physicians and psychiatrists studied sexual behavior, and almost always the results were interpreted with a moral view.",This statistic shows the results of a survey conducted in the United States when asked whether they did not agree with the statement .
20230319_111152,statista-small,concadia,5,2646.jpg,A graph of the logarithm function and a line touching it in one point.," Analytic properties of functions pass to their inverses. Thus, as f(x) = bx is a continuous and differentiable function, so is logby. Roughly, a continuous function is differentiable if its graph has no sharp ""corners"". Moreover, as the derivative of f(x) evaluates to ln(b)bx by the properties of the exponential function, the chain rule implies that the derivative of logbx is given by","This statistic shows a breakdown of the number of natural gas , which is expected to decrease from the beginning of 2012 to the end of 2019 , by gender . In that year , it is estimated that the largest share of the natural gas , with a capacity of"
20230319_111152,statista-small,concadia,5,2651.jpg,"A graph of the value of one mark over time. The line showing its value is increasing very quickly, even with logarithmic scale."," Scientific quantities are often expressed as logarithms of other quantities, using a logarithmic scale. For example, the decibel is a unit of measurement associated with logarithmic-scale quantities. It is based on the common logarithm of ratios10 times the common logarithm of a power ratio or 20 times the common logarithm of a voltage ratio. It is used to quantify the loss of voltage levels in transmitting electrical signals, to describe power levels of sounds in acoustics, and the absorbance of light in the fields of spectrometry and optics. The signal-to-noise ratio describing the amount of unwanted noise in relation to a (meaningful) signal is also measured in decibels. In a similar vein, the peak signal-to-noise ratio is commonly used to assess the quality of sound and image compression methods using the logarithm.","This statistic shows the number of deaths as of December 2019 , by type . As of the end of the fiscal year of the end of the fiscal year of the end of the fiscal year of the end of the fiscal year of 2019 ."
20230319_111152,statista-small,concadia,5,2653.jpg,"A bar chart and a superimposed second chart. The two differ slightly, but both decrease in a similar fashion."," Logarithms arise in probability theory: the law of large numbers dictates that, for a fair coin, as the number of coin-tosses increases to infinity, the observed proportion of heads approaches one-half. The fluctuations of this proportion about one-half are described by the law of the iterated logarithm.","This statistic shows the development of the distribution of the world 's population of the United Kingdom ( UK ) as of January 1 , 2020 . In the first half of the first half of the first half of the world 's world 's population ."
20230319_111152,statista-small,concadia,5,2809.jpg,Population graph," The Statistics and Census Service estimated Macau's population at 667,400 at the end of 2018. With a population density of 21,340 people per square kilometre, Macau is the most densely populated region in the world. The overwhelming majority (88.7 per cent) are Chinese, many of whom originate from Guangdong (31.9 per cent) or Fujian (5.9 per cent). The remaining 11.6 per cent are non-ethnic Chinese minorities, primarily Filipinos (4.6 per cent), Vietnamese (2.4 per cent), and Portuguese (1.8 per cent). Several thousand residents are of Macanese heritage, native-born multiracial people with mixed Portuguese ancestry. Of the total population (excluding migrants), 49.4 per cent were born in Macau, followed by 43.1 per cent in Mainland China. A large portion of the population are Portuguese citizens, a legacy of colonial rule; at the time of the transfer of sovereignty in 1999, 107,000 residents held Portuguese passports.","This statistic shows the percentage of people living in selected regions and the world 's gross domestic product ( GDP ) as of 2018 , broken down by country . In 2018 , the United Kingdom ( UK ) had the highest number of people , with the lowest number of"
20230319_111152,statista-small,concadia,5,3162.jpg,A graph of ionization energy vs. atomic number showing sharp peaks for the noble gas atoms.," The noble gas atoms, like atoms in most groups, increase steadily in atomic radius from one period to the next due to the increasing number of electrons. The size of the atom is related to several properties. For example, the ionization potential decreases with an increasing radius because the valence electrons in the larger noble gases are farther away from the nucleus and are therefore not held as tightly together by the atom. Noble gases have the largest ionization potential among the elements of each period, which reflects the stability of their electron configuration and is related to their relative lack of chemical reactivity. Some of the heavier noble gases, however, have ionization potentials small enough to be comparable to those of other elements and molecules. It was the insight that xenon has an ionization potential similar to that of the oxygen molecule that led Bartlett to attempt oxidizing xenon using platinum hexafluoride, an oxidizing agent known to be strong enough to react with oxygen. Noble gases cannot accept an electron to form stable anions; that is, they have a negative electron affinity.","This statistic shows the average number of people produced in the past years , as of November 2020 . As of that year , the United Kingdom ( UK ) had the largest number of people , with a production of 4.6 ."
20230319_111152,statista-small,concadia,5,3299.jpg,A graph showing time evolution of oxygen pressure on Earth; the pressure increases from zero to 0.2 atmospheres.," Free oxygen gas was almost nonexistent in Earth's atmosphere before photosynthetic archaea and bacteria evolved, probably about 3.5 billion years ago. Free oxygen first appeared in significant quantities during the Paleoproterozoic eon (between 3.0 and 2.3 billion years ago). Even if there was much dissolved iron in the oceans when oxygenic photosynthesis was getting more common, it appears the banded iron formations were created by anoxyenic or micro-aerophilic iron-oxidizing bacteria which dominated the deeper areas of the photic zone, while oxygen-producing cyanobacteria covered the shallows. Free oxygen began to outgas from the oceans 32.7billion years ago, reaching 10% of its present level around 1.7billion years ago.","This statistic shows the development of the distribution of the world 's population of the world . In 2011 , there was a little more than 50 percent of the population ."
20230319_111152,statista-small,concadia,5,3720.jpg,"Figure 5. Graph of the difference between Vieta's approximation for the smaller of the two roots of the quadratic equation x squared plus b x plus c equals zero compared with the value calculated using the quadratic formula. The difference is plotted as a function of b for two different values of c, c equals 4, and c equals 400,000. The graph is a log log graph, with the vertical axis, the difference, ranging from ten to the minus 13 at the bottom to ten to the minus 1 at the top. The horizontal axis, b, ranges from 10 at the left to ten to the eighth at the right. Vieta's approximation for the smaller root is not accurate for small b but is accurate for large b. The direct evaluation of the smaller root using the quadratic formula is accurate for small b with roots of comparable value, but experiences loss of significance errors for large b and widely spaced roots. When c equals 4, Vieta's approximation starts off poorly at the left, but gets better with larger b, the difference between Vieta's approximation and the quadratic formula reaching a minimum at approximately b equals ten to the fifth. Vieta's approximation and the quadratic formula then start diverging again because the quadratic formula experiences loss of significance error. When c equals four hundred thousand, the difference between Vieta's approximation and the quadratic formula reaches a minimum at approximately b equals ten to the seventh. The curves are both straight to the left of the minimum, indicating a simple monomial power relationship between the difference and b. Likewise, the curves are both approximately straight to the right of the minimum, indicating a power relationship, except that the straight lines have squiggles in them due to the loss of significance errors in the quadratic formula."," Vieta's formulas give a simple relation between the roots of a polynomial and its coefficients.  The roots x1,x2{\displaystyle x_{1},x_{2}} of the quadratic polynomial P(x)=ax2+bx+c{\displaystyle P(x)=ax^{2}+bx+c} satisfy","As of December 31 , 2020 , the majority of the country 's natural gas , which was the second most popular in the world . As of the end of the first half of the first half of the first quarter of 2020 ."
20230319_111152,statista-small,concadia,5,3858.jpg,A graph showing the decrease in refractive index with increasing wavelength for different types of glass," Main article: Dispersion (optics) The refractive index of materials varies with the wavelength (and frequency) of light. This is called dispersion and causes prisms and rainbows to divide white light into its constituent spectral colors. As the refractive index varies with wavelength, so will the refraction angle as light goes from one material to another. Dispersion also causes the focal length of lenses to be wavelength dependent. This is a type of chromatic aberration, which often needs to be corrected for in imaging systems. In regions of the spectrum where the material does not absorb light, the refractive index tends to decrease with increasing wavelength, and thus increase with frequency. This is called ""normal dispersion"", in contrast to ""anomalous dispersion"", where the refractive index increases with wavelength. For visible light normal dispersion means that the refractive index is higher for blue light than for red.","This statistic shows the distribution of economic conditions , as of May 2017 . During the survey period , it was found that 42 percent of the total population of the ages of the years ."
20230319_111152,statista-small,concadia,5,3863.jpg,A scatter plot showing a strong correlation between glass density and refractive index for different glasses," In general, the refractive index of a glass increases with its density. However, there does not exist an overall linear relationship between the refractive index and the density for all silicate and borosilicate glasses. A relatively high refractive index and low density can be obtained with glasses containing light metal oxides such as Li2O and MgO, while the opposite trend is observed with glasses containing PbO and BaO as seen in the diagram at the right.","This statistic shows the price index of the end of 2017 , by country . According to the latest survey , it is expected that the price index will be used in the future ."
20230319_111152,statista-small,concadia,5,4025.jpg,Bar graph showing the gender pay gap in European countries," Studies have concluded that on average women earn lower wages than men worldwide. Some people argue that this results from of widespread gender discrimination in the workplace. Others argue that the wage gap results from different choices by men and women, such as women placing more value than men on having children, and men being more likely than women to choose careers in high paying fields such as business, engineering, and technology.","This statistic shows the results of a survey , conducted in 2017 . The survey was conducted in August 2017 , when it is expected to have a very high level of the company ."
20230319_111152,statista-small,concadia,5,4294.jpg,Yellow bar graph," Sikhs number about 25million worldwide, or in actual terms it is near to 12-15 crores (inc. Nanak naam leva people) and approximately 83% of them live in India. About 76% of all Sikhs live in the north Indian State of Punjab, forming the majority (about two-thirds) of the population. Substantial communities of Sikhs live in the Indian states or union territories of Chandigarh where they form 13.11% of the population, Haryana (over 1.2million), Rajasthan, West Bengal, Uttar Pradesh, Delhi, Maharashtra, Uttarakhand, Madhya Pradesh, Assam and Jammu and Kashmir. Another substantial community of Sikhs exists within the Canadian province of British Columbia, numbering 0.2 million or 5% of the total population; outside India, it is the only province or state in the world with Sikhism as the second most followed religion among the populace.","This statistic shows the number of people living in urban areas and territories in the United States from 2001 to 2019 . In 2019 , the share of people who lived in the United States ."
20230319_111152,statista-small,concadia,5,4608.jpg,A graph showing evolution of number of nuclear weapons in the US and USSR and in the period 19452005. US dominates early and USSR later years with and crossover around 1978., Above-ground nuclear tests by the Soviet Union and the United States in the 1950s and early 1960s and by France into the 1970s and 1980s spread a significant amount of fallout from uranium daughter isotopes around the world. Additional fallout and pollution occurred from several nuclear accidents.,"This statistic shows the amount of municipal disasters in the United States from 2001 to 2010 . In 1990 , the United States had a total of 200,000 U.S. dollars ."
20230319_111152,statista-small,concadia,5,4885.jpg,A chart with a black line depicting the rapid increase of hyperinflation.," Erik Goldstein wrote that in 1921, the payment of reparations caused a crisis and that the occupation of the Ruhr had a disastrous effect on the German economy, resulting in the German Government printing more money as the currency collapsed. Hyperinflation began and printing presses worked overtime to print Reichsbank notes; by November 1923 one US dollar was worth 4,200,000,000,000 marks. Ferguson writes that the policy of the Economics Minister Robert Schmidt led Germany to avoid economic collapse from 1919 to 1920, but that reparations accounted for most of Germany's deficit in 1921 and 1922 and that reparations were the cause of the hyperinflation.","This statistic shows the development of the economic strength of the German economy , by the end of the fiscal year of 2019 . In the end of the fiscal year of the end of the fiscal year of the end of the fiscal year of the beginning of the crisis"
20230319_111152,statista-small,concadia,5,4950.jpg,Diagram showing blue whale population trend through the 1900s," Whaling by humans has existed since the Stone Age. Ancient whalers used harpoons to spear the  bigger animals from boats out at sea. People from Norway and Japan started hunting whales around 2000 B.C. Whales are typically hunted for their meat and blubber by aboriginal groups; they used baleen for baskets or roofing, and made tools and masks out of bones. The Inuit hunted whales in the Arctic Ocean. The Basques started whaling as early as the 11th century, sailing as far as Newfoundland in the 16th century in search of right whales. 18th- and 19th-century whalers hunted whales mainly for their oil, which was used as lamp fuel and a lubricant, baleen or whalebone, which was used for items such as corsets and skirt hoops, and ambergris, which was used as a fixative for perfumes. The most successful whaling nations at this time were the Netherlands, Japan, and the United States.","In the United States , the number of people who have been growing at the end of the end of March 2020 ."
20230319_111152,statista-small,concadia,5,5537.jpg,A semi-log plot of NAND flash design rule dimensions in nanometers against dates of introduction. The downward linear regression indicates an exponential decrease in feature dimensions over time.," Numerous innovations by scientists and engineers have sustained Moore's law since the beginning of the IC era. Some of the key innovations are listed below, as examples of breakthroughs that have advanced integrated circuit and semiconductor device fabrication technology, allowing transistor counts to grow by more than seven orders of magnitude in less than five decades.","This statistic shows the development of the most commonly used devices in the United States from 2002 to 2013 . In 2020 , it was found that 58 percent of the respondents stated that they used their home to work ."
20230319_111152,statista-small,concadia,5,5540.jpg,Log-log plot comparing gate length to node size," An alternative source of improved performance is in microarchitecture techniques exploiting the growth of available transistor count. Out-of-order execution and on-chip caching and prefetching reduce the memory latency bottleneck at the expense of using more transistors and increasing the processor complexity. These increases are described empirically by Pollack's Rule, which states that performance increases due to microarchitecture techniques approximate the square root of the complexity (number of transistors or the area) of a processor.","This statistic shows the monthly level of Things ( CT ) according to a survey conducted in the United States as of March 31 , 2020 . As of the survey , it was found that 42 percent of the respondents stated that they would be able to leave their own"
20230319_111152,statista-small,concadia,5,5897.jpg,Chart with three data lines," The Arizona Republic wrote that the McCainBush primary contest in South Carolina ""has entered national political lore as a low-water mark in presidential campaigns"", while The New York Times called it ""a painful symbol of the brutality of American politics"". A variety of interest groups, which McCain had challenged in the past, ran negative ads. Bush borrowed McCain's earlier language of reform, and declined to dissociate himself from a veterans activist who accused McCain (in Bush's presence) of having ""abandoned the veterans"" on POW/MIA and Agent Orange issues.","This statistic shows the results of a survey carried out in the United States in the United States , an index of the level of a survey conducted in the United States . In 2012 , 42 percent of the respondents said they would have a great great deal of a"
20230319_111152,statista-small,concadia,5,6193.jpg,"Bar chart that states Thunnus thynnus is the largest tuna, at 458 centimetres (180in) followed by Thunnus orientalis at 300 centimetres (120in), Thunnus obsesus at 250 centimetres (98in), Gymnosarda unicolor at 248 centimetres (98in), Thunnus maccoyii at 245 centimetres (96in), Thunnus albacares at 239 centimetres (94in), Gasterochisma melampus at 164 centimetres (65in), Thunnus tonggol at 145 centimetres (57in), Thunnus alalunga at 140 centimetres (55in), Euthynnus alletteratus at 122 centimetres (48in), Katsuwonus pelamis at 108 centimetres (43in), Thunnus atlanticus at 108 centimetres (43in), Allothunnus fallai at 105 centimetres (41in), Euthynnus affinis at 100 centimetres (39in), Auxis thazard thazard at 65 centimetres (26in),Auxis rochei rochei at 50 centimetres (20in), and Auxis rochei eudorax at 36.5 centimetres (14.4in)"," Commercial fishing Tuna is an important commercial fish. The International Seafood Sustainability Foundation (ISSF) compiled a detailed scientific report on the state of global tuna stocks in 2009, which includes regular updates.  According to the ISSF, the most important species for commercial and recreational tuna fisheries are yellowfin (Thunnus albacares), bigeye (T. obesus), bluefin (T. thynnus, T. orientalis, and T. macoyii), albacore (T. alalunga), and skipjack (Katsuwonus pelamis).","In 2019 , the United States had the largest share of the world 's largest natural gas . In 2019 , the United States had the largest share of natural gas ."
20230319_111152,statista-small,concadia,5,6324.jpg,"A graph that illustrates a trading range from the mid-7,000 level to the 14,000 level aside from a low in the mid-6,000 level in early 2009. The average traded at or near the 10,000 range for most of the 2000s decade."," During the first half of the 2010s decade, aided by the Federal Reserve's loose monetary policy including quantitative easing, the Dow made a notable rally attempt. This was despite significant volatility due to growing global concerns such as the 2010 European sovereign debt crisis, the Dubai World 2009 debt standstill, and the United States debt-ceiling crisis of 2011.[citation needed]","This statistic shows the development of the United States , by the end of the United States , as of the third quarter of 2017 . In 2017 , the United States , Bank of the United States , with a market share of 0.1 percent ."
20230319_111152,statista-small,concadia,5,7174.jpg,"""Hockey stick"" graph showing the exponential growth of public sequence databases."," Most of the microorganisms whose genomes have been completely sequenced are problematic pathogens, such as Haemophilus influenzae, which has resulted in a pronounced bias in their phylogenetic distribution compared to the breadth of microbial diversity. Of the other sequenced species, most were chosen because they were well-studied model organisms or promised to become good models. Yeast (Saccharomyces cerevisiae) has long been an important model organism for the eukaryotic cell, while the fruit fly Drosophila melanogaster has been a very important tool (notably in early pre-molecular genetics). The worm Caenorhabditis elegans is an often used simple model for multicellular organisms. The zebrafish Brachydanio rerio is used for many developmental studies on the molecular level, and the plant Arabidopsis thaliana is a model organism for flowering plants.  The Japanese pufferfish (Takifugu rubripes) and the spotted green pufferfish (Tetraodon nigroviridis) are interesting because of their small and compact genomes, which contain very little noncoding DNA compared to most species. The mammals dog (Canis familiaris), brown rat (Rattus norvegicus), mouse (Mus musculus), and chimpanzee (Pan troglodytes) are all important model animals in medical research.","This statistic shows the distribution of the world 's population of natural gas , according to a survey carried out in April 2020 . As of the survey , it was found that 42 percent of the respondents stated that they would have been tested ."
20230319_111152,statista-small,concadia,5,7267.jpg,A graph showing a gradual increase in global food energy consumption per person per day between 1961 and 2002.," A 2016 review supported excess food as the primary factor. Dietary energy supply per capita varies markedly between different regions and countries. It has also changed significantly over time. From the early 1970s to the late 1990s the average food energy available per person per day (the amount of food bought) increased in all parts of the world except Eastern Europe. The United States had the highest availability with 3,654 calories (15,290kJ) per person in 1996. This increased further in 2003 to 3,754 calories (15,710kJ). During the late 1990s Europeans had 3,394 calories (14,200kJ) per person, in the developing areas of Asia there were 2,648 calories (11,080kJ) per person, and in sub-Saharan Africa people had 2,176 calories (9,100kJ) per person. Total food energy consumption has been found to be related to obesity.","This statistic shows the percentage of the total population of the country 's gross domestic product ( GDP ) per capita in South Africa . In 2013 , the country 's gross domestic product ( GDP ) per capita is expected to amount to amount per capita ."
20230319_111152,statista-small,concadia,5,8000.jpg,Complete chart of nuclide half-lives plotted against atomic number Z and neutron number N axes.," The composition of a nuclide (atomic nucleus) is defined by the number of protons Z and the number of neutrons N, which sum to mass number A. Proton number Z, also named the atomic number, determines the position of an element in the periodic table. The approximately 3300 known nuclides are commonly represented in a chart with Z and N for its axes and the half-life for radioactive decay indicated for each unstable nuclide (see figure). As of 2019[update], 252 nuclides are observed to be stable (having never been observed to decay); generally, as the number of protons increases, stable nuclei have a higher neutronproton ratio (more neutrons per proton). The last element in the periodic table that has a stable isotope is lead (Z=82),[a][b] with stability (i.e. half-lives of the longest lived isotopes) generally decreasing in heavier elements.[c] The half-lives of nuclei also decrease when there is a lopsided neutronproton ratio, such that the resulting nuclei have too few or too many neutrons to be stable.","This statistic shows the development of the United Kingdom ( UK ) from 2013 to 2019 , by gender . In 2019 , the average number of unemployed than 100 million inhabitants is expected to decrease ."
20230319_111152,statista-small,concadia,5,8006.jpg,JAEA chart of nuclides up to Z=149 and N=256 showing predicted decay modes and the beta-stability line," It may also be possible to generate isotopes in the island of stability such as 298Fl in multi-nucleon transfer reactions in low-energy collisions of actinide nuclei (such as 238U and 248Cm). This inverse quasifission (partial fusion followed by fission, with a shift away from mass equilibrium that results in more asymmetric products) mechanism may provide a path to the island of stability if shell effects around Z=114 are sufficiently strong, though lighter elements such as nobelium and seaborgium (Z=102106) are predicted to have higher yields. Preliminary studies of the 238U+238U and 238U+248Cm transfer reactions have failed to produce elements heavier than mendelevium (Z=101), though the increased yield in the latter reaction suggests that the use of even heavier targets such as 254Es (if available) may enable production of superheavy elements. This result is supported by a later calculation suggesting that the yield of superheavy nuclides (with Z109) will likely be higher in transfer reactions using heavier targets. A 2018 study of the 238U+232Th reaction at the Texas A&M Cyclotron Institute by Sara Wuenschel et al. found several unknown alpha decays that may possibly be attributed to new, neutron-rich isotopes of superheavy elements with 104<Z<116, though further research is required to unambiguously determine the atomic number of the products. This result strongly suggests that shell effects have a significant influence on cross sections, and that the island of stability could possibly be reached in future experiments with transfer reactions.","This statistic shows the number of houses infected by the coronavirus ( COVID-19 ) as of April 2018 , by gender . As of the survey , it was found that 32 percent of the respondents stated that they did not agree that the government is not only on a recovery"
20230319_111152,statista-small,concadia,5,8892.jpg,A chart of average ACT scores since 1970.,"  This map shows the mean ACT composite scores of students within the United States in 2014 For the original standardization groups, the mean composite score on the ACT was 18, and the standard deviation 6.[citation needed] These statistics vary from year to year for current populations of ACT takers.","This statistic shows the average annual unemployment rate of the United States from 1996 to 2014 . In 2017 , the average inflation rate for all U.S. dollars was higher ."
